timestamp,open,high,low,close,volume
2025-08-16 10:50:58.861652,100.53008932115318,101.60265922802111,98.40720225889858,100.27472949844571,179
2025-08-16 10:51:58.861652,102.25477094634432,102.81234922566443,101.06015736432119,102.15310009602773,400
2025-08-16 10:52:58.861652,103.27973557104453,103.70024803679172,101.72743564424808,103.20416949844773,161
2025-08-16 10:53:58.861652,105.74811714465274,105.99568695046298,104.8902608700107,104.93860770779773,796
2025-08-16 10:54:58.861652,106.35704636880861,106.7509827639975,105.38855633554533,106.10882517925114,947
2025-08-16 10:55:58.861652,107.34124077620082,108.38514074719104,105.22984864925462,106.47768337484574,977
2025-08-16 10:56:58.861652,108.85792488679584,109.99613481351338,107.89887722341794,108.1193119945511,968
2025-08-16 10:57:58.861652,106.54001474793981,106.86441051801776,105.8390459773976,106.39155818104936,198
2025-08-16 10:58:58.861652,106.47842845553023,107.37495156787479,105.73813813450312,105.97718653821285,309
2025-08-16 10:59:58.861652,106.28307296714868,106.88540013083052,105.02187761156944,106.14576031419351,432
2025-08-16 11:00:58.861652,106.34100259052977,106.98295880209999,105.66533442657573,106.0740913013648,555
2025-08-16 11:01:58.861652,105.13430715877966,105.95767900061546,103.2888945963332,104.62987967119633,258
2025-08-16 11:02:58.861652,104.57456510143766,104.26837771260523,102.49279217357649,104.05812594425521,41
2025-08-16 11:03:58.861652,104.82225618019501,105.19236428002064,104.37173220019454,104.40246358516599,105
2025-08-16 11:04:58.861652,104.73255707364792,105.6353914551023,102.52497047924983,104.21832555415479,216
2025-08-16 11:05:58.861652,103.62184658310873,104.62036542731698,102.61670760755797,103.04874888545882,772
2025-08-16 11:06:58.861652,104.17051927952518,103.8835035384098,103.24018223888356,103.4319638116708,401
2025-08-16 11:07:58.861652,103.82492566869226,104.57323433493987,102.28627735044839,103.00994090511158,634
2025-08-16 11:08:58.861652,104.06095947507043,105.16381978164749,102.56186025635175,103.30652996737263,581
2025-08-16 11:09:58.861652,104.69199309520727,104.6691424181178,102.03828464340242,103.8670133340347,157
2025-08-16 11:10:58.861652,105.78227849130253,105.68419002071033,105.30655873310752,105.59145612336025,194
2025-08-16 11:11:58.861652,105.73912513327375,105.90162990174066,104.508715639336,105.36245682860078,245
2025-08-16 11:12:58.861652,106.3115459416554,107.05711194334901,104.26908917260475,106.00414146544124,387
2025-08-16 11:13:58.861652,107.07155073893139,107.65312184353306,105.92297120268547,106.62762653719003,862
2025-08-16 11:14:58.861652,105.90180509692595,107.16762587840176,104.73142236642505,105.58552373643563,125
2025-08-16 11:15:58.861652,105.61959111681817,107.39878360801829,104.27765375216974,105.57363367393471,952
2025-08-16 11:16:58.861652,106.63074773695821,107.8489059544755,104.30386219909404,106.14176081069147,11
2025-08-16 11:17:58.861652,106.55748125973594,108.40495868260652,105.81161297368011,106.4313385031692,6
2025-08-16 11:18:58.861652,106.59601719175559,106.6386952427868,104.66805560178183,106.09114667300409,225
2025-08-16 11:19:58.861652,105.15767635776858,105.48758201263202,104.9083780946858,104.99237182519173,520
2025-08-16 11:20:58.861652,106.34816361611433,107.15869673895054,103.99150578398555,105.60383465428008,774
2025-08-16 11:21:58.861652,104.90043436279731,104.53754398626802,102.7822886479541,103.97215049919245,711
2025-08-16 11:22:58.861652,103.64990464884141,103.94146930359436,101.64633063603982,103.00408008652289,424
2025-08-16 11:23:58.861652,104.24675728859692,103.89820006154156,102.55563203136906,103.26899904712593,632
2025-08-16 11:24:58.861652,104.03916670842304,104.65013908667464,101.58591940041053,103.48830065625333,393
2025-08-16 11:25:58.861652,104.50434421444642,104.58891301129738,103.38755470268703,103.63466077940595,108
2025-08-16 11:26:58.861652,103.68773450658044,104.08191848508241,102.46503153829211,103.57699272376671,588
2025-08-16 11:27:58.861652,104.15710368356403,105.16809087250591,102.83977738260631,103.55632482108481,286
2025-08-16 11:28:58.861652,104.00515791259998,105.16902595366334,103.13443733817968,103.17340785376912,402
2025-08-16 11:29:58.861652,103.77952031802916,105.07036563465327,101.88178077195842,103.07545622283281,866
2025-08-16 11:30:58.861652,103.13911263961323,104.53529714832759,102.27049533811672,102.91761681818919,232
2025-08-16 11:31:58.861652,105.58159668553448,106.74744632992518,104.01962497384851,104.8224490195519,703
2025-08-16 11:32:58.861652,104.38951760962594,105.3444373573694,102.00259562783003,103.88832548744166,86
